agent,mean_reward,std,collision_rate
DQN classique,29.405783049221967,7.118360391429129,0.19333333333333333
Safety DQN,30.317145461693254,5.568523961262889,0.06666666666666667
Lagrangian DQN,30.02026395144756,6.436008270154309,0.14666666666666667
